Entity,Code,Day,"People fully vaccinated (cumulative, per hundred)"
Eswatini,SWZ,2021-10-11,18.462395
Eswatini,SWZ,2021-10-17,18.826159
Eswatini,SWZ,2021-10-24,19.045368
Eswatini,SWZ,2021-10-29,19.30888
Eswatini,SWZ,2021-11-01,19.527845
Eswatini,SWZ,2021-11-08,19.698324
Eswatini,SWZ,2021-11-11,20.477701
Eswatini,SWZ,2021-11-24,21.392937
Eswatini,SWZ,2021-12-03,22.517784
Eswatini,SWZ,2021-12-08,23.207903
Eswatini,SWZ,2021-12-14,23.960781
Eswatini,SWZ,2021-12-16,24.231348
Eswatini,SWZ,2021-12-23,24.574276
Eswatini,SWZ,2021-12-28,24.713907
Eswatini,SWZ,2022-01-03,24.800951
Eswatini,SWZ,2022-01-05,25.253237
Eswatini,SWZ,2022-01-08,25.542837
Eswatini,SWZ,2022-01-10,25.578524
Eswatini,SWZ,2022-01-13,25.905207
Eswatini,SWZ,2022-03-20,26.118181
Eswatini,SWZ,2022-04-26,27.570778
Eswatini,SWZ,2022-05-29,27.570778
Eswatini,SWZ,2022-07-03,28.064821
Eswatini,SWZ,2022-07-24,28.064821
Eswatini,SWZ,2022-08-07,28.064821
Eswatini,SWZ,2022-08-21,28.064821
Eswatini,SWZ,2023-01-15,33.90302
Eswatini,SWZ,2023-02-05,33.90302
Eswatini,SWZ,2023-02-12,34.250294
Eswatini,SWZ,2023-02-26,34.250294
Eswatini,SWZ,2023-03-05,34.250294
Eswatini,SWZ,2023-03-12,34.250294
Eswatini,SWZ,2023-03-19,34.384182
Eswatini,SWZ,2023-03-26,34.47114
Eswatini,SWZ,2023-04-09,34.556957
Eswatini,SWZ,2023-04-16,34.56565
Eswatini,SWZ,2023-04-23,34.61824
Eswatini,SWZ,2023-04-30,34.64433
Eswatini,SWZ,2023-05-07,34.66172
Eswatini,SWZ,2023-05-21,34.959934
Eswatini,SWZ,2023-06-04,35.058464
Ethiopia,ETH,2022-03-06,14.40438
Ethiopia,ETH,2022-03-09,15.232716
Ethiopia,ETH,2022-03-13,16.334635
Ethiopia,ETH,2022-03-18,16.672468
Ethiopia,ETH,2022-03-27,16.715755
Ethiopia,ETH,2022-04-10,16.980503
Ethiopia,ETH,2022-04-26,16.980919
Ethiopia,ETH,2022-05-01,16.980919
Ethiopia,ETH,2022-06-05,16.981413
Ethiopia,ETH,2022-06-19,20.65834
Ethiopia,ETH,2022-07-31,29.275883
Ethiopia,ETH,2023-01-22,29.778187
Ethiopia,ETH,2023-03-26,29.880411
Ethiopia,ETH,2023-05-07,30.018072
Ethiopia,ETH,2023-05-28,34.815372
Europe,,2020-12-02,1.0773339
Europe,,2020-12-03,1.0773339
Europe,,2020-12-04,1.0773339
Europe,,2020-12-05,1.0773339
Europe,,2020-12-06,1.0773339
Europe,,2020-12-07,1.0773339
Europe,,2020-12-08,1.0773339
Europe,,2020-12-09,1.0773339
Europe,,2020-12-10,1.0773339
Europe,,2020-12-11,1.0773339
Europe,,2020-12-12,1.0773339
Europe,,2020-12-13,1.0773339
Europe,,2020-12-14,1.0773339
Europe,,2020-12-15,1.0773339
Europe,,2020-12-16,1.0773339
Europe,,2020-12-17,1.0773339
Europe,,2020-12-18,1.0773339
Europe,,2020-12-19,1.0773339
Europe,,2020-12-20,1.0773339
Europe,,2020-12-21,1.0773339
Europe,,2020-12-22,1.0773339
Europe,,2020-12-23,1.0773339
Europe,,2020-12-24,1.0773339
Europe,,2020-12-25,1.0773339
Europe,,2020-12-26,1.0773339
Europe,,2020-12-27,1.0773339
Europe,,2020-12-28,1.0773355
Europe,,2020-12-29,1.0773375
Europe,,2020-12-30,1.0773407
Europe,,2020-12-31,1.0773441
Europe,,2021-01-01,1.0773445
Europe,,2021-01-02,1.0773492
Europe,,2021-01-03,1.0773532
Europe,,2021-01-04,1.0773666
Europe,,2021-01-05,1.0773809
Europe,,2021-01-06,1.0773958
Europe,,2021-01-07,1.0774093
Europe,,2021-01-08,1.077429
Europe,,2021-01-09,1.0774752
Europe,,2021-01-10,1.0775204
Europe,,2021-01-11,1.080407
Europe,,2021-01-12,1.0826662
Europe,,2021-01-13,1.0840935
Europe,,2021-01-14,1.0849484
Europe,,2021-01-15,1.0857797
Europe,,2021-01-16,1.0874693
Europe,,2021-01-17,1.0920793
Europe,,2021-01-18,1.0982658
Europe,,2021-01-19,1.1094258
Europe,,2021-01-20,1.1242591
Europe,,2021-01-21,1.1426706
Europe,,2021-01-22,1.1550599
Europe,,2021-01-23,1.1710578
Europe,,2021-01-24,1.1834227
Europe,,2021-01-25,1.2128443
Europe,,2021-01-26,1.2523137
Europe,,2021-01-27,1.2879137
Europe,,2021-01-28,1.3336533
Europe,,2021-01-29,1.3771846
Europe,,2021-01-30,1.4120741
Europe,,2021-01-31,1.4369469
Europe,,2021-02-01,1.4845208
Europe,,2021-02-02,1.5433925
Europe,,2021-02-03,1.6116083
Europe,,2021-02-04,1.6814901
Europe,,2021-02-05,1.7374027
Europe,,2021-02-06,1.772885
Europe,,2021-02-07,1.7978725
Europe,,2021-02-08,1.8428769
Europe,,2021-02-09,1.8962139
Europe,,2021-02-10,1.9575262
Europe,,2021-02-11,2.0272915
Europe,,2021-02-12,2.087271
Europe,,2021-02-13,2.1203983
Europe,,2021-02-14,2.1437469
Europe,,2021-02-15,2.186546
Europe,,2021-02-16,2.2361152
Europe,,2021-02-17,2.2970486
Europe,,2021-02-18,2.3624165
Europe,,2021-02-19,2.4148037
Europe,,2021-02-20,2.443806
Europe,,2021-02-21,2.4647245
Europe,,2021-02-22,2.5028183
Europe,,2021-02-23,2.5514026
Europe,,2021-02-24,2.6000316
Europe,,2021-02-25,2.6567411
Europe,,2021-02-26,2.7048516
Europe,,2021-02-27,2.7290514
Europe,,2021-02-28,2.7451265
Europe,,2021-03-01,2.7761338
Europe,,2021-03-02,2.821562
Europe,,2021-03-03,2.891051
Europe,,2021-03-04,2.9739234
Europe,,2021-03-05,3.0413888
Europe,,2021-03-06,3.0919304
Europe,,2021-03-07,3.1158905
Europe,,2021-03-08,3.1554863
Europe,,2021-03-09,3.2053668
Europe,,2021-03-10,3.3058233
Europe,,2021-03-11,3.3992434
Europe,,2021-03-12,3.4796057
Europe,,2021-03-13,3.5368183
Europe,,2021-03-14,3.5823367
Europe,,2021-03-15,3.6403549
Europe,,2021-03-16,3.7117848
Europe,,2021-03-17,3.8027668
Europe,,2021-03-18,3.8952055
Europe,,2021-03-19,3.997739
Europe,,2021-03-20,4.056154
Europe,,2021-03-21,4.0976543
Europe,,2021-03-22,4.180823
Europe,,2021-03-23,4.284638
Europe,,2021-03-24,4.4214745
Europe,,2021-03-25,4.558592
Europe,,2021-03-26,4.7050676
Europe,,2021-03-27,4.807529
Europe,,2021-03-28,4.8867636
Europe,,2021-03-29,4.997034
Europe,,2021-03-30,5.1083007
Europe,,2021-03-31,5.248505
Europe,,2021-04-01,5.410868
Europe,,2021-04-02,5.5162296
Europe,,2021-04-03,5.598157
Europe,,2021-04-04,5.6379714
Europe,,2021-04-05,5.6871953
Europe,,2021-04-06,5.8038883
Europe,,2021-04-07,5.995074
Europe,,2021-04-08,6.149291
Europe,,2021-04-09,6.3001976
Europe,,2021-04-10,6.433093
Europe,,2021-04-11,6.498862
Europe,,2021-04-12,6.59362
Europe,,2021-04-13,6.720747
Europe,,2021-04-14,6.863767
Europe,,2021-04-15,7.0190167
Europe,,2021-04-16,7.175021
Europe,,2021-04-17,7.307517
Europe,,2021-04-18,7.4276824
Europe,,2021-04-19,7.5320396
Europe,,2021-04-20,7.6677446
Europe,,2021-04-21,7.8425775
Europe,,2021-04-22,8.035099
Europe,,2021-04-23,8.216462
Europe,,2021-04-24,8.397707
Europe,,2021-04-25,8.489351
Europe,,2021-04-26,8.6333885
Europe,,2021-04-27,8.822301
Europe,,2021-04-28,9.061043
Europe,,2021-04-29,9.321341
Europe,,2021-04-30,9.541527
Europe,,2021-05-01,9.696073
Europe,,2021-05-02,9.813016
Europe,,2021-05-03,9.950876
Europe,,2021-05-04,10.172084
Europe,,2021-05-05,10.495382
Europe,,2021-05-06,10.8140335
Europe,,2021-05-07,11.078524
Europe,,2021-05-08,11.290825
Europe,,2021-05-09,11.4126215
Europe,,2021-05-10,11.598896
Europe,,2021-05-11,11.849143
Europe,,2021-05-12,12.191587
Europe,,2021-05-13,12.455727
Europe,,2021-05-14,12.7418585
Europe,,2021-05-15,12.968564
Europe,,2021-05-16,13.103847
Europe,,2021-05-17,13.306618
Europe,,2021-05-18,13.589419
Europe,,2021-05-19,13.938964
Europe,,2021-05-20,14.284706
Europe,,2021-05-21,14.606875
Europe,,2021-05-22,14.9366045
Europe,,2021-05-23,15.085873
Europe,,2021-05-24,15.300198
Europe,,2021-05-25,15.614294
Europe,,2021-05-26,16.034298
Europe,,2021-05-27,16.434202
Europe,,2021-05-28,16.83079
Europe,,2021-05-29,17.114168
Europe,,2021-05-30,17.288542
Europe,,2021-05-31,17.554245
Europe,,2021-06-01,18.006508
Europe,,2021-06-02,18.43351
Europe,,2021-06-03,18.773458
Europe,,2021-06-04,19.163534
Europe,,2021-06-05,19.460436
Europe,,2021-06-06,19.650507
Europe,,2021-06-07,19.98009
Europe,,2021-06-08,20.381065
Europe,,2021-06-09,20.84408
Europe,,2021-06-10,21.285904
Europe,,2021-06-11,21.681889
Europe,,2021-06-12,21.987864
Europe,,2021-06-13,22.168344
Europe,,2021-06-14,22.49455
Europe,,2021-06-15,22.90351
Europe,,2021-06-16,23.365389
Europe,,2021-06-17,23.813297
Europe,,2021-06-18,24.21512
Europe,,2021-06-19,24.531458
Europe,,2021-06-20,24.725826
Europe,,2021-06-21,25.048502
Europe,,2021-06-22,25.52208
Europe,,2021-06-23,25.981937
Europe,,2021-06-24,26.435688
Europe,,2021-06-25,26.854662
Europe,,2021-06-26,27.185984
Europe,,2021-06-27,27.423798
Europe,,2021-06-28,27.796434
Europe,,2021-06-29,28.227627
Europe,,2021-06-30,28.681997
Europe,,2021-07-01,29.114359
Europe,,2021-07-02,29.487528
Europe,,2021-07-03,29.802692
Europe,,2021-07-04,30.014381
Europe,,2021-07-05,30.35315
Europe,,2021-07-06,30.794033
Europe,,2021-07-07,31.273752
Europe,,2021-07-08,31.719662
Europe,,2021-07-09,32.143158
Europe,,2021-07-10,32.47757
Europe,,2021-07-11,32.702892
Europe,,2021-07-12,33.079098
Europe,,2021-07-13,33.528194
Europe,,2021-07-14,34.00613
Europe,,2021-07-15,34.473053
Europe,,2021-07-16,34.95189
Europe,,2021-07-17,35.247635
Europe,,2021-07-18,35.45609
Europe,,2021-07-19,35.786304
Europe,,2021-07-20,36.271755
Europe,,2021-07-21,36.6957
Europe,,2021-07-22,37.11323
Europe,,2021-07-23,37.541904
Europe,,2021-07-24,37.801052
Europe,,2021-07-25,37.97805
Europe,,2021-07-26,38.278133
Europe,,2021-07-27,38.66132
Europe,,2021-07-28,39.050686
Europe,,2021-07-29,39.424297
Europe,,2021-07-30,39.791996
Europe,,2021-07-31,40.07932
Europe,,2021-08-01,40.237324
Europe,,2021-08-02,40.49613
Europe,,2021-08-03,40.84504
Europe,,2021-08-04,41.222443
Europe,,2021-08-05,41.53818
Europe,,2021-08-06,41.828163
Europe,,2021-08-07,42.07335
Europe,,2021-08-08,42.22321
Europe,,2021-08-09,42.459385
Europe,,2021-08-10,42.80146
Europe,,2021-08-11,43.117104
Europe,,2021-08-12,43.44129
Europe,,2021-08-13,43.87937
Europe,,2021-08-14,44.238274
Europe,,2021-08-15,44.355198
Europe,,2021-08-16,44.570118
Europe,,2021-08-17,44.841167
Europe,,2021-08-18,45.131203
Europe,,2021-08-19,45.447403
Europe,,2021-08-20,45.703064
Europe,,2021-08-21,45.90557
Europe,,2021-08-22,46.033333
Europe,,2021-08-23,46.243652
Europe,,2021-08-24,46.504253
Europe,,2021-08-25,46.784588
Europe,,2021-08-26,47.039547
Europe,,2021-08-27,47.297882
Europe,,2021-08-28,47.469772
Europe,,2021-08-29,47.580967
Europe,,2021-08-30,47.78398
Europe,,2021-08-31,48.022785
Europe,,2021-09-01,48.331306
Europe,,2021-09-02,48.558228
Europe,,2021-09-03,48.80663
Europe,,2021-09-04,48.950527
Europe,,2021-09-05,49.05285
Europe,,2021-09-06,49.19973
Europe,,2021-09-07,49.42898
Europe,,2021-09-08,49.611706
Europe,,2021-09-09,49.815594
Europe,,2021-09-10,49.995
Europe,,2021-09-11,50.123016
Europe,,2021-09-12,50.201393
Europe,,2021-09-13,50.33968
Europe,,2021-09-14,50.481537
Europe,,2021-09-15,50.64734
Europe,,2021-09-16,50.799843
Europe,,2021-09-17,50.94583
Europe,,2021-09-18,51.06936
Europe,,2021-09-19,51.155743
Europe,,2021-09-20,51.255856
Europe,,2021-09-21,51.367264
Europe,,2021-09-22,51.516502
Europe,,2021-09-23,51.64104
Europe,,2021-09-24,51.763058
Europe,,2021-09-25,51.853836
Europe,,2021-09-26,51.903774
Europe,,2021-09-27,51.995556
Europe,,2021-09-28,52.08583
Europe,,2021-09-29,52.205868
Europe,,2021-09-30,52.32011
Europe,,2021-10-01,52.414734
Europe,,2021-10-02,52.49147
Europe,,2021-10-03,52.536102
Europe,,2021-10-04,52.60314
Europe,,2021-10-05,52.699554
Europe,,2021-10-06,52.847424
Europe,,2021-10-07,53.117382
Europe,,2021-10-08,53.209766
Europe,,2021-10-09,53.271267
Europe,,2021-10-10,53.316525
Europe,,2021-10-11,53.398033
Europe,,2021-10-12,53.467934
Europe,,2021-10-13,53.569115
Europe,,2021-10-14,53.644867
Europe,,2021-10-15,53.762997
Europe,,2021-10-16,53.827393
Europe,,2021-10-17,53.870884
Europe,,2021-10-18,53.944748
Europe,,2021-10-19,54.027473
Europe,,2021-10-20,54.120922
Europe,,2021-10-21,54.20972
Europe,,2021-10-22,54.295795
Europe,,2021-10-23,54.363007
Europe,,2021-10-24,54.408806
Europe,,2021-10-25,54.48103
Europe,,2021-10-26,54.568043
Europe,,2021-10-27,54.65567
Europe,,2021-10-28,54.741093
Europe,,2021-10-29,54.82276
Europe,,2021-10-30,54.895874
Europe,,2021-10-31,54.941784
Europe,,2021-11-01,54.98925
Europe,,2021-11-02,55.085957
Europe,,2021-11-03,55.186745
Europe,,2021-11-04,55.40027
Europe,,2021-11-05,55.47673
Europe,,2021-11-06,55.530193
Europe,,2021-11-07,55.56683
Europe,,2021-11-08,55.629833
Europe,,2021-11-09,55.73388
Europe,,2021-11-10,55.8309
Europe,,2021-11-11,55.938606
Europe,,2021-11-12,56.03401
Europe,,2021-11-13,56.136158
Europe,,2021-11-14,56.194893
Europe,,2021-11-15,56.28397
Europe,,2021-11-16,56.406574
Europe,,2021-11-17,56.554493
Europe,,2021-11-18,56.667717
Europe,,2021-11-19,56.790592
Europe,,2021-11-20,56.941723
Europe,,2021-11-21,56.99743
Europe,,2021-11-22,57.087475
Europe,,2021-11-23,57.18192
Europe,,2021-11-24,57.334217
Europe,,2021-11-25,57.454777
Europe,,2021-11-26,57.609524
Europe,,2021-11-27,57.728287
Europe,,2021-11-28,57.780586
Europe,,2021-11-29,57.879097
Europe,,2021-11-30,57.99625
Europe,,2021-12-01,58.11663
Europe,,2021-12-02,58.264183
Europe,,2021-12-03,58.37634
Europe,,2021-12-04,58.510136
Europe,,2021-12-05,58.56941
Europe,,2021-12-06,58.64724
Europe,,2021-12-07,58.766266
Europe,,2021-12-08,58.889263
Europe,,2021-12-09,59.02004
Europe,,2021-12-10,59.11886
Europe,,2021-12-11,59.280895
Europe,,2021-12-12,59.3666
Europe,,2021-12-13,59.43791
Europe,,2021-12-14,59.56822
Europe,,2021-12-15,59.67267
Europe,,2021-12-16,59.7599
Europe,,2021-12-17,59.930542
Europe,,2021-12-18,60.05258
Europe,,2021-12-19,60.128525
Europe,,2021-12-20,60.209526
Europe,,2021-12-21,60.39673
Europe,,2021-12-22,60.473885
Europe,,2021-12-23,60.57662
Europe,,2021-12-24,60.631847
Europe,,2021-12-25,60.69117
Europe,,2021-12-26,60.711067
Europe,,2021-12-27,60.770943
Europe,,2021-12-28,60.884617
Europe,,2021-12-29,61.05958
Europe,,2021-12-30,61.124763
Europe,,2021-12-31,61.16048
Europe,,2022-01-01,61.20831
Europe,,2022-01-02,61.257988
Europe,,2022-01-03,61.310535
Europe,,2022-01-04,61.3825
Europe,,2022-01-05,61.454147
Europe,,2022-01-06,61.511883
Europe,,2022-01-07,61.595703
Europe,,2022-01-08,61.655464
Europe,,2022-01-09,61.70114
Europe,,2022-01-10,61.784424
Europe,,2022-01-11,61.902996
Europe,,2022-01-12,62.01618
Europe,,2022-01-13,62.160286
Europe,,2022-01-14,62.225796
Europe,,2022-01-15,62.27415
Europe,,2022-01-16,62.313587
Europe,,2022-01-17,62.36688
Europe,,2022-01-18,62.453022
Europe,,2022-01-19,62.513676
Europe,,2022-01-20,62.574196
Europe,,2022-01-21,62.628006
Europe,,2022-01-22,62.702152
Europe,,2022-01-23,62.729713
Europe,,2022-01-24,62.778023
Europe,,2022-01-25,62.832558
Europe,,2022-01-26,62.88855
Europe,,2022-01-27,62.941227
Europe,,2022-01-28,62.999435
Europe,,2022-01-29,63.053856
Europe,,2022-01-30,63.097935
Europe,,2022-01-31,63.156013
Europe,,2022-02-01,63.224846
Europe,,2022-02-02,63.28198
Europe,,2022-02-03,63.336426
Europe,,2022-02-04,63.41327
Europe,,2022-02-05,63.4705
Europe,,2022-02-06,63.49536
Europe,,2022-02-07,63.538246
Europe,,2022-02-08,63.61552
Europe,,2022-02-09,63.677666
Europe,,2022-02-10,63.719814
Europe,,2022-02-11,63.765156
Europe,,2022-02-12,63.829712
Europe,,2022-02-13,63.85951
Europe,,2022-02-14,63.92059
Europe,,2022-02-15,63.96917
Europe,,2022-02-16,64.07651
Europe,,2022-02-17,64.13573
Europe,,2022-02-18,64.17411
Europe,,2022-02-19,64.21035
Europe,,2022-02-20,64.2315
Europe,,2022-02-21,64.260284
Europe,,2022-02-22,64.299484
Europe,,2022-02-23,64.334236
Europe,,2022-02-24,64.37007
Europe,,2022-02-25,64.403175
Europe,,2022-02-26,64.432014
Europe,,2022-02-27,64.45037
Europe,,2022-02-28,64.4747
Europe,,2022-03-01,64.49975
Europe,,2022-03-02,64.52597
Europe,,2022-03-03,64.55164
Europe,,2022-03-04,64.59382
Europe,,2022-03-05,64.632965
Europe,,2022-03-06,64.660126
Europe,,2022-03-07,64.685005
Europe,,2022-03-08,64.71275
Europe,,2022-03-09,64.74257
Europe,,2022-03-10,64.77536
Europe,,2022-03-11,64.79559
Europe,,2022-03-12,64.81104
Europe,,2022-03-13,64.82283
Europe,,2022-03-14,64.837814
Europe,,2022-03-15,64.86236
Europe,,2022-03-16,64.87844
Europe,,2022-03-17,64.89151
Europe,,2022-03-18,64.90454
Europe,,2022-03-19,64.91771
Europe,,2022-03-20,64.9347
Europe,,2022-03-21,64.94762
Europe,,2022-03-22,64.973335
Europe,,2022-03-23,64.99175
Europe,,2022-03-24,65.02405
Europe,,2022-03-25,65.03706
Europe,,2022-03-26,65.05925
Europe,,2022-03-27,65.06769
Europe,,2022-03-28,65.07863
Europe,,2022-03-29,65.09327
Europe,,2022-03-30,65.105385
Europe,,2022-03-31,65.11668
Europe,,2022-04-01,65.12756
Europe,,2022-04-02,65.13782
Europe,,2022-04-03,65.1456
Europe,,2022-04-04,65.15457
Europe,,2022-04-05,65.1676
Europe,,2022-04-06,65.176735
Europe,,2022-04-07,65.19121
Europe,,2022-04-08,65.19969
Europe,,2022-04-09,65.20847
Europe,,2022-04-10,65.21494
Europe,,2022-04-11,65.223305
Europe,,2022-04-12,65.23389
Europe,,2022-04-13,65.24394
Europe,,2022-04-14,65.262314
Europe,,2022-04-15,65.26809
Europe,,2022-04-16,65.27442
Europe,,2022-04-17,65.27888
Europe,,2022-04-18,65.284004
Europe,,2022-04-19,65.29276
Europe,,2022-04-20,65.30231
Europe,,2022-04-21,65.31426
Europe,,2022-04-22,65.323494
Europe,,2022-04-23,65.33767
Europe,,2022-04-24,65.34995
Europe,,2022-04-25,65.362595
Europe,,2022-04-26,65.37625
Europe,,2022-04-27,65.385506
Europe,,2022-04-28,65.39449
Europe,,2022-04-29,65.405754
Europe,,2022-04-30,65.41426
Europe,,2022-05-01,65.41821
Europe,,2022-05-02,65.42286
Europe,,2022-05-03,65.42862
Europe,,2022-05-04,65.434906
Europe,,2022-05-05,65.44128
Europe,,2022-05-06,65.44771
Europe,,2022-05-07,65.45381
Europe,,2022-05-08,65.45811
Europe,,2022-05-09,65.463196
Europe,,2022-05-10,65.4689
Europe,,2022-05-11,65.47465
Europe,,2022-05-12,65.480125
Europe,,2022-05-13,65.48567
Europe,,2022-05-14,65.49111
Europe,,2022-05-15,65.495094
Europe,,2022-05-16,65.49942
Europe,,2022-05-17,65.50514
Europe,,2022-05-18,65.509995
Europe,,2022-05-19,65.515175
Europe,,2022-05-20,65.52023
Europe,,2022-05-21,65.52511
Europe,,2022-05-22,65.52888
Europe,,2022-05-23,65.5334
Europe,,2022-05-24,65.5389
Europe,,2022-05-25,65.55597
Europe,,2022-05-26,65.5627
Europe,,2022-05-27,65.56748
Europe,,2022-05-28,65.57209
Europe,,2022-05-29,65.575516
Europe,,2022-05-30,65.59771
Europe,,2022-05-31,65.62014
Europe,,2022-06-01,65.625946
Europe,,2022-06-02,65.63079
Europe,,2022-06-03,65.63441
Europe,,2022-06-04,65.63793
Europe,,2022-06-05,65.63994
Europe,,2022-06-06,65.64233
Europe,,2022-06-07,65.6453
Europe,,2022-06-08,65.64849
Europe,,2022-06-09,65.65161
Europe,,2022-06-10,65.65487
Europe,,2022-06-11,65.658325
Europe,,2022-06-12,65.66114
Europe,,2022-06-13,65.66904
Europe,,2022-06-14,65.6771
Europe,,2022-06-15,65.685356
Europe,,2022-06-16,65.69341
Europe,,2022-06-17,65.70166
Europe,,2022-06-18,65.715744
Europe,,2022-06-19,65.719185
Europe,,2022-06-20,65.722496
Europe,,2022-06-21,65.72612
Europe,,2022-06-22,65.72854
Europe,,2022-06-23,65.732254
Europe,,2022-06-24,65.73614
Europe,,2022-06-25,65.75333
Europe,,2022-06-26,65.7692
Europe,,2022-06-27,65.78544
Europe,,2022-06-28,65.79025
Europe,,2022-06-29,65.794945
Europe,,2022-06-30,65.79848
Europe,,2022-07-01,65.80203
Europe,,2022-07-02,65.80657
Europe,,2022-07-03,65.80949
Europe,,2022-07-04,65.81281
Europe,,2022-07-05,65.81598
Europe,,2022-07-06,65.819214
Europe,,2022-07-07,65.82268
Europe,,2022-07-08,65.82611
Europe,,2022-07-09,65.83085
Europe,,2022-07-10,65.83345
Europe,,2022-07-11,65.84013
Europe,,2022-07-12,65.84348
Europe,,2022-07-13,65.84687
Europe,,2022-07-14,65.84993
Europe,,2022-07-15,65.85335
Europe,,2022-07-16,65.85833
Europe,,2022-07-17,65.86098
Europe,,2022-07-18,65.86369
Europe,,2022-07-19,65.88859
Europe,,2022-07-20,65.891335
Europe,,2022-07-21,65.89424
Europe,,2022-07-22,65.89756
Europe,,2022-07-23,65.90164
Europe,,2022-07-24,65.90392
Europe,,2022-07-25,65.90943
Europe,,2022-07-26,65.91493
Europe,,2022-07-27,65.92105
Europe,,2022-07-28,65.92373
Europe,,2022-07-29,65.92652
Europe,,2022-07-30,65.92967
Europe,,2022-07-31,65.93143
Europe,,2022-08-01,65.93377
Europe,,2022-08-02,65.93601
Europe,,2022-08-03,65.945526
Europe,,2022-08-04,65.95481
Europe,,2022-08-05,65.96424
Europe,,2022-08-06,65.96812
Europe,,2022-08-07,65.97095
Europe,,2022-08-08,65.974335
Europe,,2022-08-09,65.9762
Europe,,2022-08-10,65.97908
Europe,,2022-08-11,65.982895
Europe,,2022-08-12,65.98677
Europe,,2022-08-13,65.990776
Europe,,2022-08-14,65.9939
Europe,,2022-08-15,65.99682
Europe,,2022-08-16,65.999596
Europe,,2022-08-17,66.0024
Europe,,2022-08-18,66.00552
Europe,,2022-08-19,66.00833
Europe,,2022-08-20,66.01996
Europe,,2022-08-21,66.03063
Europe,,2022-08-22,66.04206
Europe,,2022-08-23,66.046005
Europe,,2022-08-24,66.05022
Europe,,2022-08-25,66.05448
Europe,,2022-08-26,66.056366
Europe,,2022-08-27,66.06024
Europe,,2022-08-28,66.0632
Europe,,2022-08-29,66.0663
Europe,,2022-08-30,66.09096
Europe,,2022-08-31,66.16387
Europe,,2022-09-01,66.17076
Europe,,2022-09-02,66.17767
Europe,,2022-09-03,66.18048
Europe,,2022-09-04,66.18244
Europe,,2022-09-05,66.18452
Europe,,2022-09-06,66.18668
Europe,,2022-09-07,66.18889
Europe,,2022-09-08,66.19113
Europe,,2022-09-09,66.19344
Europe,,2022-09-10,66.196
Europe,,2022-09-11,66.19789
Europe,,2022-09-12,66.19971
Europe,,2022-09-13,66.205795
Europe,,2022-09-14,66.21189
Europe,,2022-09-15,66.217964
Europe,,2022-09-16,66.22113
Europe,,2022-09-17,66.22214
Europe,,2022-09-18,66.22299
Europe,,2022-09-19,66.22412
Europe,,2022-09-20,66.23138
Europe,,2022-09-21,66.2356
Europe,,2022-09-22,66.24127
Europe,,2022-09-23,66.24565
Europe,,2022-09-24,66.24976
Europe,,2022-09-25,66.2537
Europe,,2022-09-26,66.25793
Europe,,2022-09-27,66.25954
Europe,,2022-09-28,66.261185
Europe,,2022-09-29,66.26285
Europe,,2022-09-30,66.2646
Europe,,2022-10-01,66.26626
Europe,,2022-10-02,66.26775
Europe,,2022-10-03,66.269455
Europe,,2022-10-04,66.30705
Europe,,2022-10-05,66.31885
Europe,,2022-10-06,66.32001
Europe,,2022-10-07,66.32124
Europe,,2022-10-08,66.32324
Europe,,2022-10-09,66.3251
Europe,,2022-10-10,66.32727
Europe,,2022-10-11,66.328735
Europe,,2022-10-12,66.330215
Europe,,2022-10-13,66.33347
Europe,,2022-10-14,66.33575
Europe,,2022-10-15,66.33777
Europe,,2022-10-16,66.33962
Europe,,2022-10-17,66.34172
Europe,,2022-10-18,66.34361
Europe,,2022-10-19,66.34554
Europe,,2022-10-20,66.34756
Europe,,2022-10-21,66.34956
Europe,,2022-10-22,66.350655
Europe,,2022-10-23,66.35169
Europe,,2022-10-24,66.35304
Europe,,2022-10-25,66.35533
Europe,,2022-10-26,66.35751
Europe,,2022-10-27,66.3597
Europe,,2022-10-28,66.36072
Europe,,2022-10-29,66.36133
Europe,,2022-10-30,66.361855
Europe,,2022-10-31,66.36251
Europe,,2022-11-01,66.366196
Europe,,2022-11-02,66.370094
Europe,,2022-11-03,66.37412
Europe,,2022-11-04,66.381256
Europe,,2022-11-05,66.38852
Europe,,2022-11-06,66.39535
Europe,,2022-11-07,66.4024
Europe,,2022-11-08,66.4095
Europe,,2022-11-09,66.416565
Europe,,2022-11-10,66.42368
Europe,,2022-11-11,66.43064
Europe,,2022-11-12,66.43175
Europe,,2022-11-13,66.43249
Europe,,2022-11-14,66.43356
Europe,,2022-11-15,66.43471
Europe,,2022-11-16,66.435745
Europe,,2022-11-17,66.43687
Europe,,2022-11-18,66.438126
Europe,,2022-11-19,66.442825
Europe,,2022-11-20,66.44744
Europe,,2022-11-21,66.452354
Europe,,2022-11-22,66.457184
Europe,,2022-11-23,66.462
Europe,,2022-11-24,66.46434
Europe,,2022-11-25,66.466805
Europe,,2022-11-26,66.46896
Europe,,2022-11-27,66.47107
Europe,,2022-11-28,66.47328
Europe,,2022-11-29,66.47575
Europe,,2022-11-30,66.47813
Europe,,2022-12-01,66.480415
Europe,,2022-12-02,66.482796
Europe,,2022-12-03,66.4851
Europe,,2022-12-04,66.48705
Europe,,2022-12-05,66.488266
Europe,,2022-12-06,66.48954
Europe,,2022-12-07,66.49086
Europe,,2022-12-08,66.49217
Europe,,2022-12-09,66.493614
Europe,,2022-12-10,66.49484
