Entity,Code,Day,Unvaccinated people (cumulative)
Hong Kong,HKG,2022-06-01,763681.25
Hong Kong,HKG,2022-06-02,760991.06
Hong Kong,HKG,2022-06-03,759524.8
Hong Kong,HKG,2022-06-04,757362.6
Hong Kong,HKG,2022-06-05,756188.44
Hong Kong,HKG,2022-06-06,754340.2
Hong Kong,HKG,2022-06-07,752933
Hong Kong,HKG,2022-06-08,751641.8
Hong Kong,HKG,2022-06-09,750368.56
Hong Kong,HKG,2022-06-10,748101.4
Hong Kong,HKG,2022-06-11,745905.2
Hong Kong,HKG,2022-06-12,744923.94
Hong Kong,HKG,2022-06-13,743158.75
Hong Kong,HKG,2022-06-14,741701.56
Hong Kong,HKG,2022-06-15,740293.3
Hong Kong,HKG,2022-06-16,738712.1
Hong Kong,HKG,2022-06-17,736691.94
Hong Kong,HKG,2022-06-18,734924.7
Hong Kong,HKG,2022-06-19,734205.5
Hong Kong,HKG,2022-06-20,732696.3
Hong Kong,HKG,2022-06-21,731537.06
Hong Kong,HKG,2022-06-22,730558.9
Hong Kong,HKG,2022-06-23,729339.7
Hong Kong,HKG,2022-06-24,727936.44
Hong Kong,HKG,2022-06-25,726529.25
Hong Kong,HKG,2022-06-26,725966.06
Hong Kong,HKG,2022-06-27,724948.8
Hong Kong,HKG,2022-06-28,723973.6
Hong Kong,HKG,2022-06-29,723127.44
Hong Kong,HKG,2022-06-30,721686.2
Hong Kong,HKG,2022-07-01,721102
Hong Kong,HKG,2022-07-02,721026.5
Hong Kong,HKG,2022-07-03,720427
Hong Kong,HKG,2022-07-04,719368.5
Hong Kong,HKG,2022-07-05,718518
Hong Kong,HKG,2022-07-06,717702.56
Hong Kong,HKG,2022-07-07,716867.06
Hong Kong,HKG,2022-07-08,715448.56
Hong Kong,HKG,2022-07-09,714265.06
Hong Kong,HKG,2022-07-10,713799.56
Hong Kong,HKG,2022-07-11,712797.06
Hong Kong,HKG,2022-07-12,712022.56
Hong Kong,HKG,2022-07-13,711235.06
Hong Kong,HKG,2022-07-14,710411.56
Hong Kong,HKG,2022-07-15,709137.1
Hong Kong,HKG,2022-07-16,707908.6
Hong Kong,HKG,2022-07-17,707411.1
Hong Kong,HKG,2022-07-18,706536.6
Hong Kong,HKG,2022-07-19,705698.1
Hong Kong,HKG,2022-07-20,704952.6
Hong Kong,HKG,2022-07-21,704224.1
Hong Kong,HKG,2022-07-22,703018.6
Hong Kong,HKG,2022-07-23,702083.1
Hong Kong,HKG,2022-07-24,701637.7
Hong Kong,HKG,2022-07-25,700836.2
Hong Kong,HKG,2022-07-26,700082.7
Hong Kong,HKG,2022-07-27,699338.2
Hong Kong,HKG,2022-07-28,698551.7
Hong Kong,HKG,2022-07-29,697478.2
Hong Kong,HKG,2022-07-30,696559.7
Hong Kong,HKG,2022-07-31,696124.2
Hong Kong,HKG,2022-08-01,695247.7
Hong Kong,HKG,2022-08-02,694417.25
Hong Kong,HKG,2022-08-03,693631.75
Hong Kong,HKG,2022-08-04,692616.25
Hong Kong,HKG,2022-08-05,691149.75
Hong Kong,HKG,2022-08-06,689550.25
Hong Kong,HKG,2022-08-07,688672.75
Hong Kong,HKG,2022-08-08,687276.25
Hong Kong,HKG,2022-08-09,686141.75
Hong Kong,HKG,2022-08-10,685159.25
Hong Kong,HKG,2022-08-11,684084.75
Hong Kong,HKG,2022-08-12,682597.3
Hong Kong,HKG,2022-08-13,680929.8
Hong Kong,HKG,2022-08-14,679858.3
Hong Kong,HKG,2022-08-15,677951.8
Hong Kong,HKG,2022-08-16,675703.3
Hong Kong,HKG,2022-08-17,673907.8
Hong Kong,HKG,2022-08-18,671970.3
Hong Kong,HKG,2022-08-19,669834.8
Hong Kong,HKG,2022-08-20,667509.3
Hong Kong,HKG,2022-08-21,666079.9
Hong Kong,HKG,2022-08-22,664014.4
Hong Kong,HKG,2022-08-23,662163.9
Hong Kong,HKG,2022-08-24,660454.4
Hong Kong,HKG,2022-08-25,659471.9
Hong Kong,HKG,2022-08-26,657303.4
Hong Kong,HKG,2022-08-27,654831.9
Hong Kong,HKG,2022-08-28,653346.4
Hong Kong,HKG,2022-08-29,651007.9
Hong Kong,HKG,2022-08-30,648833.44
Hong Kong,HKG,2022-08-31,647132.94
Hong Kong,HKG,2022-09-01,645372.44
Hong Kong,HKG,2022-09-02,642777.94
Hong Kong,HKG,2022-09-03,639964.44
Hong Kong,HKG,2022-09-04,638694.94
Hong Kong,HKG,2022-09-05,636853.44
Hong Kong,HKG,2022-09-06,635068.94
Hong Kong,HKG,2022-09-07,633435.44
Hong Kong,HKG,2022-09-08,631555
Hong Kong,HKG,2022-09-09,628549.5
Hong Kong,HKG,2022-09-10,625814
Hong Kong,HKG,2022-09-11,623977.5
Hong Kong,HKG,2022-09-12,622645
Hong Kong,HKG,2022-09-13,620545.5
Hong Kong,HKG,2022-09-14,618854
Hong Kong,HKG,2022-09-15,617049.5
Hong Kong,HKG,2022-09-16,614128
Hong Kong,HKG,2022-09-17,610950.56
Hong Kong,HKG,2022-09-18,609568.06
Hong Kong,HKG,2022-09-19,607959.56
Hong Kong,HKG,2022-09-20,606646.06
Hong Kong,HKG,2022-09-21,605475.56
Hong Kong,HKG,2022-09-22,604057.06
Hong Kong,HKG,2022-09-23,601552.56
Hong Kong,HKG,2022-09-24,598937.06
Hong Kong,HKG,2022-09-25,597719.56
Hong Kong,HKG,2022-09-26,596413.1
Hong Kong,HKG,2022-09-27,595141.6
Hong Kong,HKG,2022-09-28,593891.1
Hong Kong,HKG,2022-09-29,592190.6
Hong Kong,HKG,2022-09-30,588940.1
Hong Kong,HKG,2022-10-01,586857.6
Hong Kong,HKG,2022-10-02,585895.1
Hong Kong,HKG,2022-10-03,584345.6
Hong Kong,HKG,2022-10-04,583796.1
Hong Kong,HKG,2022-10-05,583116.7
Hong Kong,HKG,2022-10-06,582416.2
Hong Kong,HKG,2022-10-07,581401.7
Hong Kong,HKG,2022-10-08,580409.2
Hong Kong,HKG,2022-10-09,579975.7
Hong Kong,HKG,2022-10-10,579292.2
Hong Kong,HKG,2022-10-11,578700.7
Hong Kong,HKG,2022-10-12,578215.2
Hong Kong,HKG,2022-10-13,577656.7
Hong Kong,HKG,2022-10-14,576888.25
Hong Kong,HKG,2022-10-15,576200.75
Hong Kong,HKG,2022-10-16,575860.25
Hong Kong,HKG,2022-10-17,575366.75
Hong Kong,HKG,2022-10-18,574933.25
Hong Kong,HKG,2022-10-19,574481.75
Hong Kong,HKG,2022-10-20,573964.25
Hong Kong,HKG,2022-10-21,573346.75
Hong Kong,HKG,2022-10-22,572783.25
Hong Kong,HKG,2022-10-23,572447.75
Hong Kong,HKG,2022-10-24,571999.3
Hong Kong,HKG,2022-10-25,571540.8
Hong Kong,HKG,2022-10-26,571115.3
Hong Kong,HKG,2022-10-27,570669.8
Hong Kong,HKG,2022-10-28,570068.3
Hong Kong,HKG,2022-10-29,569530.8
Hong Kong,HKG,2022-10-30,569300.3
Hong Kong,HKG,2022-10-31,568869.8
Hong Kong,HKG,2022-11-01,568453.3
Hong Kong,HKG,2022-11-02,568306.9
Hong Kong,HKG,2022-11-03,567832.4
Hong Kong,HKG,2022-11-04,567333.9
Hong Kong,HKG,2022-11-05,566824.4
Hong Kong,HKG,2022-11-06,566584.9
Hong Kong,HKG,2022-11-07,566157.4
Hong Kong,HKG,2022-11-08,565719.9
Hong Kong,HKG,2022-11-09,565290.4
Hong Kong,HKG,2022-11-10,564785.9
Hong Kong,HKG,2022-11-11,564197.44
Hong Kong,HKG,2022-11-12,563605.94
Hong Kong,HKG,2022-11-13,563158.44
Hong Kong,HKG,2022-11-14,562734.94
Hong Kong,HKG,2022-11-15,562270.44
Hong Kong,HKG,2022-11-16,561898.94
Hong Kong,HKG,2022-11-17,561507.44
Hong Kong,HKG,2022-11-18,560966.94
Hong Kong,HKG,2022-11-19,560422.44
Hong Kong,HKG,2022-11-20,560017
Hong Kong,HKG,2022-11-21,559622.5
Hong Kong,HKG,2022-11-22,559186
Hong Kong,HKG,2022-11-23,558821.5
Hong Kong,HKG,2022-11-24,558470
Hong Kong,HKG,2022-11-25,557956.5
Hong Kong,HKG,2022-11-26,557461
Hong Kong,HKG,2022-11-27,557196.5
Hong Kong,HKG,2022-11-28,556764
Hong Kong,HKG,2022-11-29,556374.56
Hong Kong,HKG,2022-11-30,556021.06
Hong Kong,HKG,2022-12-01,555673.56
Hong Kong,HKG,2022-12-02,555248.06
Hong Kong,HKG,2022-12-03,554779.56
Hong Kong,HKG,2022-12-04,554462.06
Hong Kong,HKG,2022-12-05,554108.56
Hong Kong,HKG,2022-12-06,553754.06
Hong Kong,HKG,2022-12-07,553434.56
Hong Kong,HKG,2022-12-08,553087.1
Hong Kong,HKG,2022-12-09,552633.6
Hong Kong,HKG,2022-12-10,552223.1
Hong Kong,HKG,2022-12-11,551949.6
Hong Kong,HKG,2022-12-12,551589.1
Hong Kong,HKG,2022-12-13,551269.6
Hong Kong,HKG,2022-12-14,551017.1
Hong Kong,HKG,2022-12-15,550756.6
Hong Kong,HKG,2022-12-16,550438.1
Hong Kong,HKG,2022-12-17,550141.7
Hong Kong,HKG,2022-12-18,549935.2
Hong Kong,HKG,2022-12-19,549679.7
Hong Kong,HKG,2022-12-20,549361.2
Hong Kong,HKG,2022-12-21,549093.7
Hong Kong,HKG,2022-12-22,548804.2
Hong Kong,HKG,2022-12-23,548447.7
Hong Kong,HKG,2022-12-24,548168.2
Hong Kong,HKG,2022-12-25,547995.7
Hong Kong,HKG,2022-12-26,547820.25
Hong Kong,HKG,2022-12-27,547490.75
Hong Kong,HKG,2022-12-28,547004.25
Hong Kong,HKG,2022-12-29,546540.75
Hong Kong,HKG,2022-12-30,546113.25
Hong Kong,HKG,2022-12-31,545685.75
Hong Kong,HKG,2023-01-01,545497.25
Hong Kong,HKG,2023-01-02,545295.75
Hong Kong,HKG,2023-01-03,544918.25
Hong Kong,HKG,2023-01-04,544634.75
Hong Kong,HKG,2023-01-05,544350.3
Hong Kong,HKG,2023-01-06,544021.8
Hong Kong,HKG,2023-01-07,543629.3
Hong Kong,HKG,2023-01-08,543347.8
Hong Kong,HKG,2023-01-09,543112.3
Hong Kong,HKG,2023-01-10,542852.8
Hong Kong,HKG,2023-01-11,542657.3
Hong Kong,HKG,2023-01-12,542427.8
Hong Kong,HKG,2023-01-13,542196.3
Hong Kong,HKG,2023-01-14,541989.9
Hong Kong,HKG,2023-01-15,541805.4
Hong Kong,HKG,2023-01-16,541630.9
Hong Kong,HKG,2023-01-17,541443.4
Hong Kong,HKG,2023-01-18,541275.9
Hong Kong,HKG,2023-01-19,541105.4
Hong Kong,HKG,2023-01-20,540932.9
Hong Kong,HKG,2023-01-24,540648.94
Hong Kong,HKG,2023-01-25,540583.44
Hong Kong,HKG,2023-01-26,540414.94
Hong Kong,HKG,2023-01-27,540268.44
Hong Kong,HKG,2023-01-28,540119.94
Hong Kong,HKG,2023-01-29,540018.44
Hong Kong,HKG,2023-01-30,539884.94
Hong Kong,HKG,2023-01-31,539728.44
Hong Kong,HKG,2023-02-01,539600
Hong Kong,HKG,2023-02-02,539474.5
Hong Kong,HKG,2023-02-03,539355
Hong Kong,HKG,2023-02-04,539226.5
Hong Kong,HKG,2023-02-05,539140
Hong Kong,HKG,2023-02-06,539012.5
Hong Kong,HKG,2023-02-07,538891
Hong Kong,HKG,2023-02-08,538762.5
Hong Kong,HKG,2023-02-09,538640
Hong Kong,HKG,2023-02-10,538514.56
Hong Kong,HKG,2023-02-11,538408.06
Hong Kong,HKG,2023-02-12,538312.56
Hong Kong,HKG,2023-02-13,538201.06
Hong Kong,HKG,2023-02-14,538090.56
Hong Kong,HKG,2023-02-15,537981.06
Hong Kong,HKG,2023-02-16,537855.56
Hong Kong,HKG,2023-02-17,537738.06
Hong Kong,HKG,2023-02-18,537635.56
Hong Kong,HKG,2023-02-19,537553.1
Hong Kong,HKG,2023-02-20,537450.6
Hong Kong,HKG,2023-02-21,537324.1
Hong Kong,HKG,2023-02-22,537224.6
Hong Kong,HKG,2023-02-23,537122.1
Hong Kong,HKG,2023-02-24,537005.6
Hong Kong,HKG,2023-02-25,536894.1
Hong Kong,HKG,2023-02-26,536809.6
Hong Kong,HKG,2023-02-27,536719.1
Hong Kong,HKG,2023-02-28,536617.7
Hong Kong,HKG,2023-03-01,536509.2
Hong Kong,HKG,2023-03-02,536400.7
Hong Kong,HKG,2023-03-03,536286.2
Hong Kong,HKG,2023-03-04,536186.7
Hong Kong,HKG,2023-03-05,536107.2
Hong Kong,HKG,2023-03-06,536011.7
Hong Kong,HKG,2023-03-07,535911.2
Hong Kong,HKG,2023-03-08,535805.7
Hong Kong,HKG,2023-03-09,535715.25
Hong Kong,HKG,2023-03-10,535615.75
Hong Kong,HKG,2023-03-11,535531.25
Hong Kong,HKG,2023-03-12,535458.75
Hong Kong,HKG,2023-03-13,535361.25
Hong Kong,HKG,2023-03-14,535271.75
Hong Kong,HKG,2023-03-15,535192.25
Hong Kong,HKG,2023-03-16,535100.75
Hong Kong,HKG,2023-03-17,535017.25
Hong Kong,HKG,2023-03-18,534923.75
Hong Kong,HKG,2023-03-19,534848.3
Hong Kong,HKG,2023-03-20,534762.8
Hong Kong,HKG,2023-03-21,534672.3
Hong Kong,HKG,2023-03-22,534582.8
Hong Kong,HKG,2023-03-23,534498.3
Hong Kong,HKG,2023-03-24,534395.8
Hong Kong,HKG,2023-03-25,534309.3
Hong Kong,HKG,2023-03-26,534236.8
Hong Kong,HKG,2023-03-27,534152.3
Hong Kong,HKG,2023-03-28,534070.9
Hong Kong,HKG,2023-03-29,533993.4
Hong Kong,HKG,2023-03-30,533896.9
Hong Kong,HKG,2023-03-31,533823.4
Hong Kong,HKG,2023-04-01,533730.9
Hong Kong,HKG,2023-04-02,533658.4
Hong Kong,HKG,2023-04-03,533564.9
Hong Kong,HKG,2023-04-04,533462.4
Hong Kong,HKG,2023-04-05,533397.9
Hong Kong,HKG,2023-04-06,533297.44
Hong Kong,HKG,2023-04-07,533231.94
Hong Kong,HKG,2023-04-08,533166.44
Hong Kong,HKG,2023-04-09,533096.94
Hong Kong,HKG,2023-04-10,533029.44
Hong Kong,HKG,2023-04-11,532936.94
Hong Kong,HKG,2023-04-12,532842.44
Hong Kong,HKG,2023-04-13,532760.94
Hong Kong,HKG,2023-04-14,532668.44
Hong Kong,HKG,2023-04-15,532590
Hong Kong,HKG,2023-04-16,532520.5
Hong Kong,HKG,2023-04-17,532434
Hong Kong,HKG,2023-04-18,532343.5
Hong Kong,HKG,2023-04-19,532242
Hong Kong,HKG,2023-04-20,532150.5
Hong Kong,HKG,2023-04-21,532062
Hong Kong,HKG,2023-04-22,531970.5
Hong Kong,HKG,2023-04-23,531900
Hong Kong,HKG,2023-04-24,531796.56
Hong Kong,HKG,2023-04-25,531700.06
Hong Kong,HKG,2023-04-26,531603.56
Hong Kong,HKG,2023-04-27,531506.06
Hong Kong,HKG,2023-04-28,531417.56
Hong Kong,HKG,2023-04-29,531327.06
Hong Kong,HKG,2023-04-30,531250.56
Hong Kong,HKG,2023-05-01,531184.06
Hong Kong,HKG,2023-05-02,531088.56
Hong Kong,HKG,2023-05-03,530983.1
Hong Kong,HKG,2023-05-04,530897.6
Hong Kong,HKG,2023-05-05,530811.1
Hong Kong,HKG,2023-05-06,530727.6
Hong Kong,HKG,2023-05-07,530654.1
Hong Kong,HKG,2023-05-08,530578.6
Hong Kong,HKG,2023-05-09,530483.1
Hong Kong,HKG,2023-05-10,530396.6
Hong Kong,HKG,2023-05-11,530303.1
Hong Kong,HKG,2023-05-12,530211.7
Hong Kong,HKG,2023-05-13,530115.2
Hong Kong,HKG,2023-05-14,530042.7
Hong Kong,HKG,2023-05-15,529945.2
Hong Kong,HKG,2023-05-16,529854.7
Hong Kong,HKG,2023-05-17,529764.2
Hong Kong,HKG,2023-05-18,529684.7
Hong Kong,HKG,2023-05-19,529592.2
Hong Kong,HKG,2023-05-20,529496.7
Hong Kong,HKG,2023-05-22,529336.75
Hong Kong,HKG,2023-05-23,529248.25
Hong Kong,HKG,2023-05-24,529162.75
Hong Kong,HKG,2023-05-25,529072.25
Hong Kong,HKG,2023-05-26,528992.75
Hong Kong,HKG,2023-05-27,528910.25
Hong Kong,HKG,2023-05-28,528842.75
Hong Kong,HKG,2023-05-29,528748.25
Hong Kong,HKG,2023-05-30,528658.75
Hong Kong,HKG,2023-05-31,528559.3
Hong Kong,HKG,2023-06-01,528482.8
Hong Kong,HKG,2023-06-02,528390.3
Hong Kong,HKG,2023-06-03,528313.8
Hong Kong,HKG,2023-06-05,528162.8
Hong Kong,HKG,2023-06-06,528073.3
Hong Kong,HKG,2023-06-07,527987.8
Hong Kong,HKG,2023-06-08,527905.3
Hong Kong,HKG,2023-06-09,527815.9
Hong Kong,HKG,2023-06-10,527738.4
Hong Kong,HKG,2023-06-12,527587.4
Hong Kong,HKG,2023-06-13,527512.9
Hong Kong,HKG,2023-06-14,527430.4
Hong Kong,HKG,2023-06-15,527343.9
Hong Kong,HKG,2023-06-16,527255.4
Hong Kong,HKG,2023-06-17,527180.9
Hong Kong,HKG,2023-06-18,527113.44
Hong Kong,HKG,2023-06-19,527040.94
Hong Kong,HKG,2023-06-20,526962.44
Hong Kong,HKG,2023-06-21,526880.94
Hong Kong,HKG,2023-06-23,526727.94
Hong Kong,HKG,2023-06-24,526649.44
Hong Kong,HKG,2023-06-26,526498.44
Hong Kong,HKG,2023-06-28,526337.5
Hong Kong,HKG,2023-06-29,526254
Hong Kong,HKG,2023-06-30,526164.5
Hong Kong,HKG,2023-07-03,525921.94
Hong Kong,HKG,2023-07-05,525737.94
Hong Kong,HKG,2023-07-06,525642.9
Hong Kong,HKG,2023-07-07,525544.9
Hong Kong,HKG,2023-07-08,525458.9
Hong Kong,HKG,2023-07-10,525277.8
Hong Kong,HKG,2023-07-11,525194.8
Hong Kong,HKG,2023-07-12,525103.75
Hong Kong,HKG,2023-07-13,525010.75
Hong Kong,HKG,2023-07-14,524913.7
Hong Kong,HKG,2023-07-15,524830.7
Hong Kong,HKG,2023-07-19,524495.6
Hong Kong,HKG,2023-07-20,524411.56
Hong Kong,HKG,2023-07-21,524314.56
Hong Kong,HKG,2023-07-22,524227.53
Hong Kong,HKG,2023-07-24,524052.5
Hong Kong,HKG,2023-07-25,523959.47
Hong Kong,HKG,2023-07-26,523868.47
Hong Kong,HKG,2023-07-27,523781.44
Hong Kong,HKG,2023-07-28,523691.4
Hong Kong,HKG,2023-07-31,523448.34
Hong Kong,HKG,2023-08-01,523359.3
Hong Kong,HKG,2023-08-02,523267.3
Hong Kong,HKG,2023-08-03,523175.28
Hong Kong,HKG,2023-08-04,523085.25
Hong Kong,HKG,2023-08-05,523000.25
Hong Kong,HKG,2023-08-08,522743.16
Hong Kong,HKG,2023-08-10,522561.12
Hong Kong,HKG,2023-08-11,522474.1
Hong Kong,HKG,2023-08-12,522391.1
Hong Kong,HKG,2023-08-16,522055
Hong Kong,HKG,2023-08-19,521793.94
Hong Kong,HKG,2023-08-21,521627.88
Hong Kong,HKG,2023-08-22,521539.88
Hong Kong,HKG,2023-08-23,521453.84
Hong Kong,HKG,2023-08-24,521358.8
Hong Kong,HKG,2023-08-25,521267.8
Hong Kong,HKG,2023-08-26,521183.78
Hong Kong,HKG,2023-08-28,521020.72
Hong Kong,HKG,2023-08-29,520937.72
Hong Kong,HKG,2023-08-30,520849.7
Hong Kong,HKG,2023-08-31,520763.66
Hong Kong,HKG,2023-09-05,520369.56
Hong Kong,HKG,2023-09-11,519876.44
Hong Kong,HKG,2023-09-12,519789.4
Hong Kong,HKG,2023-09-16,519455.3
Hong Kong,HKG,2023-09-18,519296.28
Hong Kong,HKG,2023-09-28,518445.06
Hong Kong,HKG,2023-10-07,517687.84
Hong Kong,HKG,2023-10-17,516836.62
Hong Kong,HKG,2023-10-19,516661.6
Hong Kong,HKG,2023-10-20,516571.56
Hong Kong,HKG,2023-10-27,515938.4
Hong Kong,HKG,2023-10-28,515847.4
Hong Kong,HKG,2023-10-30,515670.34
Hong Kong,HKG,2023-11-01,515495.3
Hong Kong,HKG,2023-11-03,515314.28
Hong Kong,HKG,2023-11-04,515228.25
Hong Kong,HKG,2023-11-06,515059.2
Hong Kong,HKG,2023-11-08,514882.16
Hong Kong,HKG,2023-11-10,514704.12
Hong Kong,HKG,2023-11-11,514622.1
Hong Kong,HKG,2023-11-16,514188.97
Hong Kong,HKG,2023-11-18,514009.94
Hong Kong,HKG,2023-11-21,513764.88
Hong Kong,HKG,2023-11-25,513421.78
Hong Kong,HKG,2023-11-30,513003.7
Hong Kong,HKG,2023-12-01,512916.66
Hong Kong,HKG,2023-12-02,512834.62
Hong Kong,HKG,2023-12-04,512666.6
Hong Kong,HKG,2023-12-09,512235.47
Hong Kong,HKG,2023-12-12,511986.4
Hong Kong,HKG,2023-12-15,511708.34
Hong Kong,HKG,2023-12-16,511619.3
Hong Kong,HKG,2023-12-18,511455.28
Hong Kong,HKG,2023-12-19,511364.25
Hong Kong,HKG,2023-12-21,511186.22
Hong Kong,HKG,2023-12-23,511017.2
Hong Kong,HKG,2023-12-27,510701.1
Hong Kong,HKG,2023-12-28,510607.06
Hong Kong,HKG,2023-12-30,510434.03
Hong Kong,HKG,2024-01-02,510195.97
Hong Kong,HKG,2024-01-08,509656.8
Hong Kong,HKG,2024-01-09,509566.8
Hong Kong,HKG,2024-01-13,509192.72
Hong Kong,HKG,2024-01-15,509016.7
Hong Kong,HKG,2024-01-17,508825.62
Hong Kong,HKG,2024-01-18,508733.6
Hong Kong,HKG,2024-01-19,508635.6
Hong Kong,HKG,2024-01-20,508547.56
Hong Kong,HKG,2024-01-24,508183.47
Hong Kong,HKG,2024-01-25,508093.47
Hong Kong,HKG,2024-01-26,507992.44
Hong Kong,HKG,2024-01-27,507900.4
Hong Kong,HKG,2024-01-29,507722.38
Hong Kong,HKG,2024-01-30,507636.34
Hong Kong,HKG,2024-01-31,507541.3
Hong Kong,HKG,2024-02-01,507450.3
Hong Kong,HKG,2024-02-02,507358.28
Hong Kong,HKG,2024-02-03,507273.25
Hong Kong,HKG,2024-02-06,507026.2
Hong Kong,HKG,2024-02-08,506854.16
Hong Kong,HKG,2024-02-19,505990.9
Hong Kong,HKG,2024-02-21,505824.88
Hong Kong,HKG,2024-02-22,505739.84
Hong Kong,HKG,2024-02-23,505650.8
Hong Kong,HKG,2024-02-26,505405.75
Hong Kong,HKG,2024-02-29,505148.7
Hong Kong,HKG,2024-03-04,504823.6
Hong Kong,HKG,2024-03-06,504638.56
Hong Kong,HKG,2024-03-07,504551.53
Hong Kong,HKG,2024-03-08,504471.5
Hong Kong,HKG,2024-03-14,503974.38
Hong Kong,HKG,2024-03-16,503803.34
Hong Kong,HKG,2024-03-22,503271.22
Hong Kong,HKG,2024-04-05,502103.9
Hong Kong,HKG,2024-04-08,501856.84
Hong Kong,HKG,2024-04-09,501774.8
Hong Kong,HKG,2024-04-11,501604.78
Hong Kong,HKG,2024-04-12,501518.75
Hong Kong,HKG,2024-04-17,501112.62
Hong Kong,HKG,2024-04-22,500707.53
Hong Kong,HKG,2024-05-10,499208.12
Hong Kong,HKG,2024-06-21,495795.22
Hong Kong,HKG,2024-07-10,494475.47
Hong Kong,HKG,2024-07-15,494195.4
Hong Kong,HKG,2024-07-18,494022.56
Hong Kong,HKG,2024-07-27,493515.03
Hungary,HUN,2021-01-18,9596855
Hungary,HUN,2021-01-19,9596112
Hungary,HUN,2021-01-20,9591762
Hungary,HUN,2021-01-21,9587219
Hungary,HUN,2021-01-22,9582904
Hungary,HUN,2021-01-23,9580717
Hungary,HUN,2021-01-24,9579165
Hungary,HUN,2021-01-25,9576070
Hungary,HUN,2021-01-26,9572928
Hungary,HUN,2021-01-27,9564303
Hungary,HUN,2021-01-28,9550121
Hungary,HUN,2021-01-29,9527007
Hungary,HUN,2021-01-30,9503171
Hungary,HUN,2021-01-31,9487190
Hungary,HUN,2021-02-01,9481812
Hungary,HUN,2021-02-02,9477564
Hungary,HUN,2021-02-03,9475033
Hungary,HUN,2021-02-04,9460076
Hungary,HUN,2021-02-05,9445082
Hungary,HUN,2021-02-06,9437999
Hungary,HUN,2021-02-07,9435222
Hungary,HUN,2021-02-08,9432754
Hungary,HUN,2021-02-09,9431409
Hungary,HUN,2021-02-10,9429298
Hungary,HUN,2021-02-11,9413360
Hungary,HUN,2021-02-12,9392949
Hungary,HUN,2021-02-13,9388392
Hungary,HUN,2021-02-14,9387169
Hungary,HUN,2021-02-15,9381394
Hungary,HUN,2021-02-16,9374311
Hungary,HUN,2021-02-17,9358103
Hungary,HUN,2021-02-18,9331189
Hungary,HUN,2021-02-19,9295587
Hungary,HUN,2021-02-20,9277247
Hungary,HUN,2021-02-21,9269211
Hungary,HUN,2021-02-22,9265458
Hungary,HUN,2021-02-23,9251436
Hungary,HUN,2021-02-24,9214283
Hungary,HUN,2021-02-25,9200929
Hungary,HUN,2021-02-26,9158497
Hungary,HUN,2021-02-27,9044302
Hungary,HUN,2021-02-28,9036623
Hungary,HUN,2021-03-01,9000079
Hungary,HUN,2021-03-02,8963605
Hungary,HUN,2021-03-03,8936088
Hungary,HUN,2021-03-04,8858461
Hungary,HUN,2021-03-05,8771803
Hungary,HUN,2021-03-06,8739785
Hungary,HUN,2021-03-07,8718358
Hungary,HUN,2021-03-08,8673913
Hungary,HUN,2021-03-09,8613053
Hungary,HUN,2021-03-10,8571173
Hungary,HUN,2021-03-11,8490789
Hungary,HUN,2021-03-12,8427088
Hungary,HUN,2021-03-13,8401122
Hungary,HUN,2021-03-14,8385679.5
Hungary,HUN,2021-03-15,8373087.5
Hungary,HUN,2021-03-16,8322704.5
Hungary,HUN,2021-03-17,8278226.5
Hungary,HUN,2021-03-18,8242264.5
Hungary,HUN,2021-03-19,8199354.5
Hungary,HUN,2021-03-20,8156348.5
Hungary,HUN,2021-03-21,8129875.5
Hungary,HUN,2021-03-22,8082926.5
Hungary,HUN,2021-03-23,8023138.5
Hungary,HUN,2021-03-24,7971615.5
Hungary,HUN,2021-03-25,7915467.5
Hungary,HUN,2021-03-26,7848275.5
Hungary,HUN,2021-03-27,7815294.5
Hungary,HUN,2021-03-28,7798331.5
Hungary,HUN,2021-03-30,7707421.5
Hungary,HUN,2021-03-31,7652388.5
Hungary,HUN,2021-04-01,7561542
Hungary,HUN,2021-04-02,7482377
Hungary,HUN,2021-04-03,7405493
Hungary,HUN,2021-04-04,7355041
Hungary,HUN,2021-04-05,7285453
Hungary,HUN,2021-04-06,7180901
Hungary,HUN,2021-04-07,7109454
Hungary,HUN,2021-04-08,7028322
Hungary,HUN,2021-04-09,6956372
Hungary,HUN,2021-04-10,6881302
Hungary,HUN,2021-04-11,6816699
Hungary,HUN,2021-04-12,6747321
Hungary,HUN,2021-04-13,6679831
Hungary,HUN,2021-04-14,6625746
Hungary,HUN,2021-04-17,6463819
Hungary,HUN,2021-04-18,6449859
Hungary,HUN,2021-04-19,6399118
Hungary,HUN,2021-04-20,6352460
Hungary,HUN,2021-04-21,6296492
Hungary,HUN,2021-04-22,6206982
Hungary,HUN,2021-04-23,6139009
Hungary,HUN,2021-04-25,6111585
Hungary,HUN,2021-04-26,6035642
Hungary,HUN,2021-04-27,5941037
Hungary,HUN,2021-04-28,5844922
Hungary,HUN,2021-04-29,5801480
Hungary,HUN,2021-04-30,5691779
Hungary,HUN,2021-05-01,5650598
Hungary,HUN,2021-05-02,5641539
Hungary,HUN,2021-05-03,5615079
Hungary,HUN,2021-05-04,5590763
Hungary,HUN,2021-05-05,5561308
Hungary,HUN,2021-05-06,5510359
Hungary,HUN,2021-05-07,5452296
Hungary,HUN,2021-05-08,5425363
Hungary,HUN,2021-05-09,5408115
