Entity,Code,Day,Unvaccinated people (cumulative)
Dominican Republic,DOM,2021-10-24,4534151.5
Dominican Republic,DOM,2021-10-25,4505730
Dominican Republic,DOM,2021-10-26,4481297
Dominican Republic,DOM,2021-10-27,4463042
Dominican Republic,DOM,2021-10-28,4448127.5
Dominican Republic,DOM,2021-10-29,4436707.5
Dominican Republic,DOM,2021-10-30,4432487.5
Dominican Republic,DOM,2021-10-31,4431216.5
Dominican Republic,DOM,2021-11-01,4419429
Dominican Republic,DOM,2021-11-02,4408607
Dominican Republic,DOM,2021-11-03,4399340
Dominican Republic,DOM,2021-11-04,4391074.5
Dominican Republic,DOM,2021-11-05,4383879.5
Dominican Republic,DOM,2021-11-06,4382508.5
Dominican Republic,DOM,2021-11-07,4381833
Dominican Republic,DOM,2021-11-08,4373360
Dominican Republic,DOM,2021-11-09,4365343
Dominican Republic,DOM,2021-11-10,4358404.5
Dominican Republic,DOM,2021-11-11,4352186.5
Dominican Republic,DOM,2021-11-12,4346617.5
Dominican Republic,DOM,2021-11-13,4344731.5
Dominican Republic,DOM,2021-11-14,4343873
Dominican Republic,DOM,2021-11-15,4337508
Dominican Republic,DOM,2021-11-16,4331691
Dominican Republic,DOM,2021-11-17,4325656.5
Dominican Republic,DOM,2021-11-19,4322417.5
Dominican Republic,DOM,2021-11-20,4321007
Dominican Republic,DOM,2021-11-21,4320506
Dominican Republic,DOM,2021-11-22,4315596
Dominican Republic,DOM,2021-11-23,4312618
Dominican Republic,DOM,2021-11-24,4308686.5
Dominican Republic,DOM,2021-11-25,4305307.5
Dominican Republic,DOM,2021-11-26,4302321.5
Dominican Republic,DOM,2021-11-27,4301191
Dominican Republic,DOM,2021-11-28,4300925
Dominican Republic,DOM,2021-11-29,4296167
Dominican Republic,DOM,2021-11-30,4292160.5
Dominican Republic,DOM,2021-12-01,4288703.5
Dominican Republic,DOM,2021-12-02,4287607.5
Dominican Republic,DOM,2021-12-03,4279649
Dominican Republic,DOM,2021-12-04,4278737
Dominican Republic,DOM,2021-12-05,4278603
Dominican Republic,DOM,2021-12-06,4275240
Dominican Republic,DOM,2021-12-07,4271537.5
Dominican Republic,DOM,2021-12-08,4268699.5
Dominican Republic,DOM,2021-12-10,4261054
Dominican Republic,DOM,2021-12-11,4260471
Dominican Republic,DOM,2021-12-12,4260494
Dominican Republic,DOM,2021-12-13,4259736.5
Dominican Republic,DOM,2021-12-14,4257656.5
Dominican Republic,DOM,2021-12-15,4255623.5
Dominican Republic,DOM,2021-12-16,4253230
Dominican Republic,DOM,2021-12-17,4250306
Dominican Republic,DOM,2021-12-18,4250018
Dominican Republic,DOM,2021-12-19,4250017
Dominican Republic,DOM,2021-12-20,4248468.5
Dominican Republic,DOM,2021-12-22,4242724.5
Dominican Republic,DOM,2021-12-23,4242198
Dominican Republic,DOM,2021-12-24,4242308
Dominican Republic,DOM,2021-12-27,4241860.5
Dominican Republic,DOM,2021-12-28,4240654.5
Dominican Republic,DOM,2021-12-29,4239423
Dominican Republic,DOM,2021-12-30,4238731
Dominican Republic,DOM,2021-12-31,4238658
Dominican Republic,DOM,2022-01-01,4238910
Dominican Republic,DOM,2022-01-02,4239031.5
Dominican Republic,DOM,2022-01-03,4236751.5
Dominican Republic,DOM,2022-01-04,4232750.5
Dominican Republic,DOM,2022-01-05,4230777
Dominican Republic,DOM,2022-01-06,4228528
Dominican Republic,DOM,2022-01-07,4226646
Dominican Republic,DOM,2022-01-08,4225969.5
Dominican Republic,DOM,2022-01-09,4225935.5
Dominican Republic,DOM,2022-01-10,4225405.5
Dominican Republic,DOM,2022-01-11,4222206
Dominican Republic,DOM,2022-01-12,4219854
Dominican Republic,DOM,2022-01-13,4217305
Dominican Republic,DOM,2022-01-14,4215115
Dominican Republic,DOM,2022-01-15,4214538.5
Dominican Republic,DOM,2022-01-16,4214487.5
Dominican Republic,DOM,2022-01-17,4211689.5
Dominican Republic,DOM,2022-01-18,4209244
Dominican Republic,DOM,2022-01-20,4204407
Dominican Republic,DOM,2022-01-21,4204179.5
Dominican Republic,DOM,2022-01-22,4203801.5
Dominican Republic,DOM,2022-01-23,4203607.5
Dominican Republic,DOM,2022-01-24,4203368
Dominican Republic,DOM,2022-01-25,4199832
Dominican Republic,DOM,2022-01-26,4196794
Dominican Republic,DOM,2022-01-27,4194080.8
Dominican Republic,DOM,2022-01-28,4191189.8
Dominican Republic,DOM,2022-01-29,4190294.5
Dominican Republic,DOM,2022-01-30,4189979.2
Dominican Republic,DOM,2022-01-31,4187086.2
Dominican Republic,DOM,2022-02-02,4181431.8
Dominican Republic,DOM,2022-02-03,4179133.8
Dominican Republic,DOM,2022-02-04,4177299.5
Dominican Republic,DOM,2022-02-05,4176631.5
Dominican Republic,DOM,2022-02-06,4176534.2
Dominican Republic,DOM,2022-02-07,4174594
Dominican Republic,DOM,2022-02-08,4172688
Dominican Republic,DOM,2022-02-09,4170873.8
Dominican Republic,DOM,2022-02-10,4169238.8
Dominican Republic,DOM,2022-02-11,4167694.5
Dominican Republic,DOM,2022-02-12,4167346.2
Dominican Republic,DOM,2022-02-13,4167329.2
Dominican Republic,DOM,2022-02-14,4157343
Dominican Republic,DOM,2022-02-15,4146974.8
Dominican Republic,DOM,2022-02-16,4134931.8
Dominican Republic,DOM,2022-02-17,4123200.5
Dominican Republic,DOM,2022-02-18,4115483.5
Dominican Republic,DOM,2022-02-19,4115220.2
Dominican Republic,DOM,2022-02-20,4115431
Dominican Republic,DOM,2022-02-21,4107692
Dominican Republic,DOM,2022-02-22,4097896.8
Dominican Republic,DOM,2022-02-23,4089812.8
Dominican Republic,DOM,2022-02-24,4083004.5
Dominican Republic,DOM,2022-02-25,4079244.2
Dominican Republic,DOM,2022-02-26,4079218.2
Dominican Republic,DOM,2022-02-27,4079417
Dominican Republic,DOM,2022-02-28,4074661.8
Dominican Republic,DOM,2022-03-03,4060359.5
Dominican Republic,DOM,2022-03-07,4056661.8
Dominican Republic,DOM,2022-03-08,4053682.8
Dominican Republic,DOM,2022-03-09,4050639.5
Dominican Republic,DOM,2022-03-10,4044611.2
Dominican Republic,DOM,2022-03-12,4042987
Dominican Republic,DOM,2022-03-13,4042469
Dominican Republic,DOM,2022-03-14,4039869.8
Dominican Republic,DOM,2022-03-16,4037351.5
Dominican Republic,DOM,2022-03-17,4034619.2
Dominican Republic,DOM,2022-03-18,4031594
Dominican Republic,DOM,2022-03-19,4029188
Dominican Republic,DOM,2022-03-20,4028775.8
Dominican Republic,DOM,2022-03-21,4028795.8
Dominican Republic,DOM,2022-03-22,4027000.5
Dominican Republic,DOM,2022-03-23,4022843.2
Dominican Republic,DOM,2022-03-25,4021248
Dominican Republic,DOM,2022-03-26,4019488
Dominican Republic,DOM,2022-03-28,4019790.5
Dominican Republic,DOM,2022-03-29,4018791.5
Dominican Republic,DOM,2022-03-30,4015786.2
Dominican Republic,DOM,2022-04-03,4013720.8
Dominican Republic,DOM,2022-04-04,4013903.5
Dominican Republic,DOM,2022-04-05,4011909.2
Dominican Republic,DOM,2022-04-07,4011191
Dominican Republic,DOM,2022-04-08,4010086
Dominican Republic,DOM,2022-04-09,4009353.8
Dominican Republic,DOM,2022-04-10,4009198.5
Dominican Republic,DOM,2022-04-11,4008336.5
Dominican Republic,DOM,2022-04-13,4007054
Dominican Republic,DOM,2022-04-14,4006895
Dominican Republic,DOM,2022-04-18,4007511.2
Dominican Republic,DOM,2022-04-19,4007131.2
Dominican Republic,DOM,2022-04-20,4006793
Dominican Republic,DOM,2022-04-22,4006083.8
Dominican Republic,DOM,2022-04-23,4006096.5
Dominican Republic,DOM,2022-04-24,4006235.5
Dominican Republic,DOM,2022-04-25,4006165.2
Dominican Republic,DOM,2022-04-26,4005846.2
Dominican Republic,DOM,2022-04-27,4005690
Dominican Republic,DOM,2022-04-28,4005404.8
Dominican Republic,DOM,2022-04-29,4005175.8
Dominican Republic,DOM,2022-04-30,4005212.5
Dominican Republic,DOM,2022-05-01,4005445.2
Dominican Republic,DOM,2022-05-02,4005601.2
Dominican Republic,DOM,2022-05-03,4005545
Dominican Republic,DOM,2022-05-04,4005150
Dominican Republic,DOM,2022-05-05,4004996.8
Dominican Republic,DOM,2022-05-06,4004954.5
Dominican Republic,DOM,2022-05-07,4005070.5
Dominican Republic,DOM,2022-05-08,4005227.2
Dominican Republic,DOM,2022-05-09,4005076.2
Dominican Republic,DOM,2022-05-10,4004875
Dominican Republic,DOM,2022-05-11,4004694.8
Dominican Republic,DOM,2022-05-12,4004504.8
Dominican Republic,DOM,2022-05-13,4004235.5
Dominican Republic,DOM,2022-05-14,4004230.2
Dominican Republic,DOM,2022-05-15,4004387.2
Dominican Republic,DOM,2022-05-16,4004205
Dominican Republic,DOM,2022-05-17,4003948
Dominican Republic,DOM,2022-05-18,4003637.8
Dominican Republic,DOM,2022-05-19,4003170.5
Dominican Republic,DOM,2022-05-20,4002685.5
Dominican Republic,DOM,2022-05-21,4002536.2
Dominican Republic,DOM,2022-05-22,4002631.2
Dominican Republic,DOM,2022-05-23,4002383
Dominican Republic,DOM,2022-05-24,4002123.8
Dominican Republic,DOM,2022-05-25,4001866.8
Dominican Republic,DOM,2022-05-26,4001584.5
Dominican Republic,DOM,2022-05-27,4001282.2
Dominican Republic,DOM,2022-05-28,4001238.2
Dominican Republic,DOM,2022-05-29,4001418
Dominican Republic,DOM,2022-05-30,4001139
Dominican Republic,DOM,2022-05-31,4000793.8
Dominican Republic,DOM,2022-06-01,4000439.5
Dominican Republic,DOM,2022-06-02,4000007.5
Dominican Republic,DOM,2022-06-04,3999590.2
Dominican Republic,DOM,2022-06-05,3999695
Dominican Republic,DOM,2022-06-06,3999352.8
Dominican Republic,DOM,2022-06-07,3999000.8
Dominican Republic,DOM,2022-06-08,3998581.5
Dominican Republic,DOM,2022-06-09,3998316.5
Dominican Republic,DOM,2022-06-10,3997822.2
Dominican Republic,DOM,2022-06-11,3997698
Dominican Republic,DOM,2022-06-12,3997787
Dominican Republic,DOM,2022-06-13,3997473.8
Dominican Republic,DOM,2022-06-14,3997159.5
Dominican Republic,DOM,2022-06-15,3996637.5
Dominican Republic,DOM,2022-06-16,3996625.2
Dominican Republic,DOM,2022-06-17,3996309.2
Dominican Republic,DOM,2022-06-18,3996250
Dominican Republic,DOM,2022-06-19,3996435.8
Dominican Republic,DOM,2022-06-20,3996141.8
Dominican Republic,DOM,2022-06-21,3995782.5
Dominican Republic,DOM,2022-06-22,3995030.5
Dominican Republic,DOM,2022-06-23,3994973.2
Dominican Republic,DOM,2022-06-24,3994624
Dominican Republic,DOM,2022-06-25,3994509
Dominican Republic,DOM,2022-06-26,3994644.8
Dominican Republic,DOM,2022-06-27,3994234.5
Dominican Republic,DOM,2022-06-28,3993858.5
Dominican Republic,DOM,2022-06-29,3993419.2
Dominican Republic,DOM,2022-06-30,3992915.2
Dominican Republic,DOM,2022-07-01,3992434
Dominican Republic,DOM,2022-07-02,3992357.5
Dominican Republic,DOM,2022-07-03,3992526
Dominican Republic,DOM,2022-07-04,3992114.2
Dominican Republic,DOM,2022-07-05,3991680.8
Dominican Republic,DOM,2022-07-06,3991171.2
Dominican Republic,DOM,2022-07-08,3990299
Dominican Republic,DOM,2022-07-09,3990238.5
Dominican Republic,DOM,2022-07-10,3990361
Dominican Republic,DOM,2022-07-11,3989993.5
Dominican Republic,DOM,2022-07-12,3989589.8
Dominican Republic,DOM,2022-07-13,3989164.2
Dominican Republic,DOM,2022-07-14,3988795.8
Dominican Republic,DOM,2022-07-15,3988382.2
Dominican Republic,DOM,2022-07-16,3988324.5
Dominican Republic,DOM,2022-07-17,3988474
Dominican Republic,DOM,2022-07-18,3988128.5
Dominican Republic,DOM,2022-07-19,3987714
Dominican Republic,DOM,2022-07-20,3987324.2
Dominican Republic,DOM,2022-07-21,3986956.8
Dominican Republic,DOM,2022-07-23,3986367.8
Dominican Republic,DOM,2022-07-24,3986512
Dominican Republic,DOM,2022-07-25,3986110.5
Dominican Republic,DOM,2022-07-26,3985580
Dominican Republic,DOM,2022-07-27,3985073.5
Dominican Republic,DOM,2022-08-01,3983887.5
Dominican Republic,DOM,2022-08-02,3983455
Dominican Republic,DOM,2022-08-03,3982960.5
Dominican Republic,DOM,2022-08-04,3982537
Dominican Republic,DOM,2022-08-05,3982127.2
Dominican Republic,DOM,2022-08-06,3982097.8
Dominican Republic,DOM,2022-08-07,3982235.2
Dominican Republic,DOM,2022-08-08,3981838.8
Dominican Republic,DOM,2022-08-09,3981442
Dominican Republic,DOM,2022-08-10,3981068.5
Dominican Republic,DOM,2022-08-11,3980657
Dominican Republic,DOM,2022-08-12,3980244.5
Dominican Republic,DOM,2022-08-13,3980210.8
Dominican Republic,DOM,2022-08-14,3980360.2
Dominican Republic,DOM,2022-08-15,3980005.8
Dominican Republic,DOM,2022-08-16,3980101.2
Dominican Republic,DOM,2022-08-17,3979752.5
Dominican Republic,DOM,2022-08-18,3979493
Dominican Republic,DOM,2022-08-19,3979247.5
Dominican Republic,DOM,2022-08-20,3979269
Dominican Republic,DOM,2022-08-21,3979442.2
Dominican Republic,DOM,2022-08-22,3979104.8
Dominican Republic,DOM,2022-08-23,3978746.2
Dominican Republic,DOM,2022-08-25,3978134
Dominican Republic,DOM,2022-08-26,3977805.5
Dominican Republic,DOM,2022-08-27,3977823
Dominican Republic,DOM,2022-08-28,3977985.5
Dominican Republic,DOM,2022-08-29,3977724.8
Dominican Republic,DOM,2022-08-30,3977428.2
Dominican Republic,DOM,2022-08-31,3977094.8
Dominican Republic,DOM,2022-09-01,3976753.2
Dominican Republic,DOM,2022-09-02,3976456.5
Dominican Republic,DOM,2022-09-03,3976476
Dominican Republic,DOM,2022-09-04,3976641.5
Dominican Republic,DOM,2022-09-05,3976387
Dominican Republic,DOM,2022-09-06,3976070.2
Dominican Republic,DOM,2022-09-07,3975698.8
Dominican Republic,DOM,2022-09-08,3975366.2
Dominican Republic,DOM,2022-09-09,3975116.8
Dominican Republic,DOM,2022-09-10,3975157
Dominican Republic,DOM,2022-09-11,3975327.5
Dominican Republic,DOM,2022-09-12,3974980
Dominican Republic,DOM,2022-09-13,3974763.5
Dominican Republic,DOM,2022-09-14,3974331
Dominican Republic,DOM,2022-09-17,3973840.2
Dominican Republic,DOM,2022-09-18,3974055.8
Dominican Republic,DOM,2022-09-20,3974230.5
Dominican Republic,DOM,2022-09-21,3974013
Dominican Republic,DOM,2022-09-22,3973765.5
Dominican Republic,DOM,2022-09-23,3973556.8
Dominican Republic,DOM,2022-09-24,3973679.2
Dominican Republic,DOM,2022-09-25,3973865.8
Dominican Republic,DOM,2022-09-26,3973761.2
Dominican Republic,DOM,2022-09-27,3973693.5
Dominican Republic,DOM,2022-09-28,3973552
Dominican Republic,DOM,2022-09-29,3973407.5
Dominican Republic,DOM,2022-09-30,3973288
Dominican Republic,DOM,2022-10-01,3973347.2
Dominican Republic,DOM,2022-10-02,3973533.8
Dominican Republic,DOM,2022-10-03,3973429.2
Dominican Republic,DOM,2022-10-04,3973348.8
Dominican Republic,DOM,2022-10-05,3973290
Dominican Republic,DOM,2022-10-06,3973225.5
Dominican Republic,DOM,2022-10-07,3973162
Dominican Republic,DOM,2022-10-08,3973282.5
Dominican Republic,DOM,2022-10-09,3973414.8
Dominican Republic,DOM,2022-10-11,3973285.8
Dominican Republic,DOM,2022-10-13,3973233.5
Dominican Republic,DOM,2022-10-14,3973451
Dominican Republic,DOM,2022-10-16,3973693
Dominican Republic,DOM,2022-10-17,3973666.2
Dominican Republic,DOM,2022-10-18,3973636.8
Dominican Republic,DOM,2022-10-19,3973595.2
Dominican Republic,DOM,2022-10-20,3973651.8
Dominican Republic,DOM,2022-10-21,3973614
Dominican Republic,DOM,2022-10-22,3973711.5
Dominican Republic,DOM,2022-10-23,3973915
Dominican Republic,DOM,2022-10-24,3973899.5
Dominican Republic,DOM,2022-10-25,3973921.8
Dominican Republic,DOM,2022-10-26,3973940.2
Dominican Republic,DOM,2022-10-27,3973919.8
Dominican Republic,DOM,2022-10-28,3973966.2
Dominican Republic,DOM,2022-10-30,3974320
Dominican Republic,DOM,2022-10-31,3974300.5
Dominican Republic,DOM,2022-11-01,3974272
Dominican Republic,DOM,2022-11-02,3974307.2
Dominican Republic,DOM,2022-11-03,3974226.8
Dominican Republic,DOM,2022-11-04,3974163.2
Dominican Republic,DOM,2022-11-05,3974302.8
Dominican Republic,DOM,2022-11-06,3974521
Dominican Republic,DOM,2022-11-07,3974516.5
Dominican Republic,DOM,2022-11-08,3974508
Dominican Republic,DOM,2022-11-09,3974525.5
Dominican Republic,DOM,2022-11-10,3974558.8
Dominican Republic,DOM,2022-11-11,3974570.2
Dominican Republic,DOM,2022-11-12,3974690.8
Dominican Republic,DOM,2022-11-13,3974898.2
Dominican Republic,DOM,2022-11-14,3974940.5
Dominican Republic,DOM,2022-11-15,3975008
Dominican Republic,DOM,2022-11-16,3975021.5
Dominican Republic,DOM,2022-11-17,3975064
Dominican Republic,DOM,2022-11-18,3975139.2
Dominican Republic,DOM,2022-11-20,3975492.2
Dominican Republic,DOM,2022-11-21,3975541.8
Dominican Republic,DOM,2022-11-22,3975543
Dominican Republic,DOM,2022-11-23,3975589.5
Dominican Republic,DOM,2022-11-26,3975936
Dominican Republic,DOM,2022-11-27,3976156.2
Dominican Republic,DOM,2022-11-28,3976233.8
Dominican Republic,DOM,2022-11-29,3976332.2
Dominican Republic,DOM,2022-11-30,3976428.8
Dominican Republic,DOM,2022-12-02,3976151.5
Dominican Republic,DOM,2022-12-03,3976316
Dominican Republic,DOM,2022-12-05,3976583.8
Dominican Republic,DOM,2022-12-06,3976639.2
Dominican Republic,DOM,2022-12-07,3976701.8
Dominican Republic,DOM,2022-12-09,3977033.5
Dominican Republic,DOM,2022-12-11,3977481.5
Dominican Republic,DOM,2022-12-12,3977580
Dominican Republic,DOM,2022-12-13,3977651.2
Dominican Republic,DOM,2022-12-14,3977771.8
Dominican Republic,DOM,2022-12-18,3978454.5
Dominican Republic,DOM,2022-12-19,3978558
Dominican Republic,DOM,2022-12-20,3978662.5
Dominican Republic,DOM,2022-12-21,3978778.8
Dominican Republic,DOM,2022-12-22,3978901.2
Dominican Republic,DOM,2022-12-27,3979859.5
Dominican Republic,DOM,2022-12-28,3979931
Dominican Republic,DOM,2023-01-02,3981053
Dominican Republic,DOM,2023-01-05,3981166.5
Dominican Republic,DOM,2023-01-10,3981814.5
Dominican Republic,DOM,2023-01-15,3982138.8
Dominican Republic,DOM,2023-01-16,3982138.2
Dominican Republic,DOM,2023-01-19,3982259.5
Dominican Republic,DOM,2023-01-22,3982819.8
Dominican Republic,DOM,2023-01-24,3982876.8
Dominican Republic,DOM,2023-01-30,3983676.2
Dominican Republic,DOM,2023-01-31,3983693.8
Dominican Republic,DOM,2023-02-09,3984571.8
Dominican Republic,DOM,2023-02-14,3985173
Dominican Republic,DOM,2023-02-16,3985291.8
Dominican Republic,DOM,2023-02-21,3985900
Dominican Republic,DOM,2023-02-23,3986154
Dominican Republic,DOM,2023-03-01,3987053.5
Dominican Republic,DOM,2023-03-05,3987748.2
Dominican Republic,DOM,2023-03-14,3988803.2
Dominican Republic,DOM,2023-03-15,3988913.8
Dominican Republic,DOM,2023-03-20,3989691.8
Dominican Republic,DOM,2023-03-30,3990526.2
Dominican Republic,DOM,2023-04-10,3992300
Dominican Republic,DOM,2023-04-20,3993479.5
Dominican Republic,DOM,2023-04-27,3994536.5
Dominican Republic,DOM,2023-05-17,3997196.2
Dominican Republic,DOM,2023-05-22,3998193.5
Dominican Republic,DOM,2023-05-31,3999915.5
Dominican Republic,DOM,2023-06-08,4001464
Dominican Republic,DOM,2023-06-19,4001986.8
Dominican Republic,DOM,2023-06-22,4001603
Dominican Republic,DOM,2023-06-25,4001875.2
Dominican Republic,DOM,2023-07-23,3998001.8
Dominican Republic,DOM,2023-08-20,3995445.2
Dominican Republic,DOM,2023-09-03,3995967.5
Dominican Republic,DOM,2023-11-14,4006148.5
Dominican Republic,DOM,2023-11-16,4006416.8
Dominican Republic,DOM,2023-11-19,4007095
Dominican Republic,DOM,2023-11-27,4007617.5
Dominican Republic,DOM,2023-12-03,4008079.2
Dominican Republic,DOM,2023-12-11,4008532.8
Dominican Republic,DOM,2023-12-14,4008717
Dominican Republic,DOM,2023-12-27,4011310.2
Dominican Republic,DOM,2023-12-28,4011431.2
East Timor,TLS,2021-04-14,1342364.8
East Timor,TLS,2021-05-03,1315648.9
East Timor,TLS,2021-05-17,1299263.9
East Timor,TLS,2021-05-25,1283947.9
East Timor,TLS,2021-06-01,1266361.9
East Timor,TLS,2021-06-08,1255471.9
East Timor,TLS,2021-06-15,1245273
East Timor,TLS,2021-06-22,1183400
East Timor,TLS,2021-06-29,1147001
East Timor,TLS,2021-07-06,1132240.4
East Timor,TLS,2021-07-13,1112844.9
East Timor,TLS,2021-07-19,1099187.8
East Timor,TLS,2021-07-27,1074996.6
East Timor,TLS,2021-08-03,1052120
East Timor,TLS,2021-08-10,1024386.4
East Timor,TLS,2021-08-17,1004060.8
East Timor,TLS,2021-08-24,977604.2
East Timor,TLS,2021-08-31,963354.56
East Timor,TLS,2021-09-07,954497
East Timor,TLS,2021-09-14,945160.4
East Timor,TLS,2021-09-20,933566.25
East Timor,TLS,2021-09-21,929877.75
East Timor,TLS,2021-09-28,913303.2
East Timor,TLS,2021-10-05,886841.56
East Timor,TLS,2021-10-12,859725.94
East Timor,TLS,2021-10-19,835778.3
East Timor,TLS,2021-10-26,813229.75
East Timor,TLS,2021-11-09,769625.5
East Timor,TLS,2021-11-16,741360.94
East Timor,TLS,2021-11-23,721481.3
East Timor,TLS,2021-11-30,711268.7
East Timor,TLS,2021-12-07,706193.1
East Timor,TLS,2021-12-21,696258.9
East Timor,TLS,2022-01-04,694368.7
East Timor,TLS,2022-01-11,693047.06
East Timor,TLS,2022-01-18,691615.5
East Timor,TLS,2022-01-25,690329.9
East Timor,TLS,2022-02-01,688971.25
East Timor,TLS,2022-02-08,688516.6
East Timor,TLS,2022-02-15,687333.06
East Timor,TLS,2022-02-22,685350.44
East Timor,TLS,2022-03-01,682949.8
East Timor,TLS,2022-03-15,671036.6
East Timor,TLS,2022-03-22,663943
East Timor,TLS,2022-03-29,639696.44
East Timor,TLS,2022-04-05,610807.8
East Timor,TLS,2022-04-12,590505.2
East Timor,TLS,2022-04-26,584773
East Timor,TLS,2022-05-03,579273.4
East Timor,TLS,2022-05-10,571894.8
East Timor,TLS,2022-05-24,568151.56
East Timor,TLS,2022-05-31,560264.94
East Timor,TLS,2022-06-07,555702.4
East Timor,TLS,2022-06-15,545793.25
East Timor,TLS,2022-06-21,542797.1
East Timor,TLS,2022-07-12,530358.9
East Timor,TLS,2022-07-19,528275.4
East Timor,TLS,2022-07-26,526940.94
East Timor,TLS,2022-08-02,525460.44
East Timor,TLS,2022-08-09,524364
East Timor,TLS,2022-08-17,523940.6
East Timor,TLS,2022-08-28,522707.44
East Timor,TLS,2022-09-13,522117.7
East Timor,TLS,2022-09-20,521167.22
East Timor,TLS,2022-09-28,519427.8
East Timor,TLS,2022-10-04,517714.28
East Timor,TLS,2022-10-11,517229.8
East Timor,TLS,2022-10-19,516436.44
East Timor,TLS,2022-10-25,515494.9
East Timor,TLS,2022-10-29,514686.22
East Timor,TLS,2022-11-07,513623.9
East Timor,TLS,2022-11-16,510109.6
East Timor,TLS,2022-11-23,505637.12
East Timor,TLS,2022-11-30,502925.66
East Timor,TLS,2022-12-07,502202.2
East Timor,TLS,2022-12-21,498423.28
East Timor,TLS,2022-12-31,497971.03
East Timor,TLS,2023-01-24,495525.88
East Timor,TLS,2023-01-31,495542.4
East Timor,TLS,2023-02-14,495646.5
East Timor,TLS,2023-03-20,496883.1
East Timor,TLS,2023-04-04,497237.25
East Timor,TLS,2023-04-11,497403.78
East Timor,TLS,2023-05-02,498047.4
East Timor,TLS,2023-05-08,498261.84
East Timor,TLS,2023-05-16,498518.47
East Timor,TLS,2023-05-23,498760
East Timor,TLS,2023-05-30,498984.53
East Timor,TLS,2023-06-06,499247.1
East Timor,TLS,2023-06-13,499516.62
East Timor,TLS,2023-06-20,499717.16
East Timor,TLS,2023-06-26,499892.62
East Timor,TLS,2023-10-18,502965.06
East Timor,TLS,2023-11-22,503885.22
Ecuador,ECU,2021-01-20,17621900
Ecuador,ECU,2021-01-21,17619282
Ecuador,ECU,2021-01-22,17618852
Ecuador,ECU,2021-01-23,17619190
Ecuador,ECU,2021-01-25,17618670
Ecuador,ECU,2021-01-26,17618282
Ecuador,ECU,2021-01-27,17617952
Ecuador,ECU,2021-01-28,17618104
Ecuador,ECU,2021-01-29,17618188
Ecuador,ECU,2021-01-31,17618894
Ecuador,ECU,2021-02-01,17617880
Ecuador,ECU,2021-02-02,17617052
Ecuador,ECU,2021-02-03,17614792
Ecuador,ECU,2021-02-04,17615096
Ecuador,ECU,2021-02-05,17615468
Ecuador,ECU,2021-02-06,17615840
Ecuador,ECU,2021-02-08,17616586
Ecuador,ECU,2021-02-10,17617334
Ecuador,ECU,2021-02-11,17617672
Ecuador,ECU,2021-02-12,17618028
Ecuador,ECU,2021-02-13,17618398
Ecuador,ECU,2021-02-15,17619144
Ecuador,ECU,2021-02-17,17619888
Ecuador,ECU,2021-02-18,17598092
Ecuador,ECU,2021-02-19,17593520
Ecuador,ECU,2021-02-20,17593894
Ecuador,ECU,2021-02-21,17592392
Ecuador,ECU,2021-02-22,17591148
Ecuador,ECU,2021-02-23,17591510
Ecuador,ECU,2021-02-24,17591860
Ecuador,ECU,2021-02-25,17575380
Ecuador,ECU,2021-02-26,17565836
Ecuador,ECU,2021-02-27,17566116
Ecuador,ECU,2021-02-28,17566486
Ecuador,ECU,2021-03-01,17566386
Ecuador,ECU,2021-03-02,17566738
Ecuador,ECU,2021-03-03,17567086
Ecuador,ECU,2021-03-04,17538138
Ecuador,ECU,2021-03-05,17518650
Ecuador,ECU,2021-03-06,17515060
Ecuador,ECU,2021-03-07,17515262
Ecuador,ECU,2021-03-08,17511020
Ecuador,ECU,2021-03-09,17509690
Ecuador,ECU,2021-03-10,17509454
Ecuador,ECU,2021-03-11,17480262
Ecuador,ECU,2021-03-12,17436590
Ecuador,ECU,2021-03-13,17420896
Ecuador,ECU,2021-03-14,17420532
Ecuador,ECU,2021-03-15,17410392
Ecuador,ECU,2021-03-16,17402768
Ecuador,ECU,2021-03-17,17396984
Ecuador,ECU,2021-03-18,17394098
Ecuador,ECU,2021-03-19,17391116
Ecuador,ECU,2021-03-20,17386414
Ecuador,ECU,2021-03-21,17384830
Ecuador,ECU,2021-03-22,17343522
Ecuador,ECU,2021-03-23,17320764
Ecuador,ECU,2021-03-24,17311644
Ecuador,ECU,2021-03-25,17301276
Ecuador,ECU,2021-03-26,17289986
Ecuador,ECU,2021-03-27,17285858
Ecuador,ECU,2021-03-28,17285898
Ecuador,ECU,2021-03-29,17267484
Ecuador,ECU,2021-03-30,17259478
Ecuador,ECU,2021-03-31,17247340
Ecuador,ECU,2021-04-01,17224342
Ecuador,ECU,2021-04-02,17218710
Ecuador,ECU,2021-04-03,17213304
Ecuador,ECU,2021-04-04,17210868
Ecuador,ECU,2021-04-05,17178574
Ecuador,ECU,2021-04-06,17146726
Ecuador,ECU,2021-04-07,17106812
Ecuador,ECU,2021-04-08,17097164
Ecuador,ECU,2021-04-09,17090748
Ecuador,ECU,2021-04-10,17089938
Ecuador,ECU,2021-04-11,17090304
Ecuador,ECU,2021-04-12,17089814
Ecuador,ECU,2021-04-13,17049300
Ecuador,ECU,2021-04-14,17020780
Ecuador,ECU,2021-04-15,16992228
Ecuador,ECU,2021-04-16,16963722
Ecuador,ECU,2021-04-17,16922958
Ecuador,ECU,2021-04-18,16920762
Ecuador,ECU,2021-04-19,16884956
